Pos.,No.,Driver / Co-driver Vehicle,Group,SS time,Aver. speed sec/km,Diff.Leader Diff.Prev.,ss
1,1,Paddon  Hayden  /  Kennard  John  Hyundai i20 N Rally2,RC2,00:04:15.0,114.21 0.00,00:00:00.0 00:00:00.0,1
2,5,Solberg  Oliver  /  Edmondson  E.  Volkswagen Polo Gti R5,RC2,00:04:15.4,114.03 0.05,00:00:00.4 00:00:00.4,1
3,19,Gryazin  Nikolay  /  Aleksandrov  K.  Škoda Fabia RS Rally2,RC2,00:04:17.6,113.06 0.32,00:00:02.6 00:00:02.2,1
4,6,Sesks  M.  /  Francis  Renārs  Škoda Fabia RS Rally2,RC2,00:04:17.8,112.97 0.35,00:00:02.8 00:00:00.1,1
4,8,Heikkilä  Mikko  /  Vaaleri  Samu  Škoda Fabia Rally2 Evo,RC2,00:04:17.8,112.97 0.35,00:00:02.8 00:00:00.0,1
6,22,Larsen  F.  /  Eriksen  T.  Volkswagen Polo Gti R5,RC2,00:04:19.0,112.45 0.49,00:00:04.0 00:00:01.2,1
7,9,McErlean  Joshua  /  Fulton  James  Hyundai i20 N Rally2,RC2,00:04:20.0,112.02 0.62,00:00:05.0 00:00:01.0,1
8,48,Åkesson  Jonas  /  Bengtsson  Maja  Škoda Fabia R5,RC2,00:04:20.3,111.89 0.66,00:00:05.3 00:00:00.3,1
9,7,Franceschi  M.  /  Escartefigue  J.  Škoda Fabia Rally2 Evo,RC2,00:04:21.3,111.46 0.78,00:00:06.3 00:00:01.0,1
10,18,Joona  Lauri  /  Hussi  Janni  Škoda Fabia RS Rally2,RC2,00:04:22.1,111.12 0.88,00:00:07.1 00:00:00.8,1
11,3,Llarena  Efrén  /  Fernandez  Sara  Škoda Fabia Rally2 Evo,RC2,00:04:22.6,110.91 0.94,00:00:07.6 00:00:00.5,1
12,47,Åhlin  Fredrik  /  Sjöberg  Joakim  Škoda Fabia R5,RC2,00:04:22.9,110.78 0.98,00:00:07.9 00:00:00.2,1
13,16,Veiby  O.  /  Andersson  Jonas  Volkswagen Polo Gti R5,RC2,00:04:24.2,110.23 1.14,00:00:09.2 00:00:01.3,1
14,4,Mabellini  A.  /  Lenzi  Virginia  Škoda Fabia Rally2 Evo,RC2,00:04:25.1,109.86 1.25,00:00:10.1 00:00:00.9,1
15,2,Østberg  Mads  /  Barth  Patrik  Citroën C3 Rally2,RC2,00:04:25.5,109.69 1.30,00:00:10.5 00:00:00.3,1
16,17,Armstrong  Jon  /  Thulin  Julia  Ford Fiesta Rally2 MkII,RC2,00:04:25.8,109.57 1.33,00:00:10.8 00:00:00.3,1
16,23,Gustafsson  K.  /  Nilsson  Magnus  Ford Fiesta Rally2 MkII,RC2,00:04:25.8,109.57 1.33,00:00:10.8 00:00:00.0,1
18,11,Rådström  D.  /  Johansson  Johan  Ford Fiesta Rally2 MkII,RC2,00:04:25.9,109.53 1.35,00:00:10.9 00:00:00.0,1
19,10,Mareš  Filip  /  Bucha  Radovan  Škoda Fabia Rally2 Evo,RC2,00:04:26.5,109.28 1.42,00:00:11.5 00:00:00.6,1
20,15,Battistolli  A.  /  Scattolin  S.  Škoda Fabia RS Rally2,RC2,00:04:27.8,108.75 1.58,00:00:12.8 00:00:01.3,1
21,24,Binbach  William  /  Eriksen  Jørgen  Hyundai i20 N Rally2,RC2,00:04:30.3,107.75 1.89,00:00:15.3 00:00:02.5,1
22,12,László  Martin  /  Berendi  Dávid  Škoda Fabia Rally2 Evo,RC2,00:04:32.0,107.07 2.10,00:00:17.0 00:00:01.7,1
23,26,Creighton  W.  /  Regan  Liam  Ford Fiesta Rally3,RC3,00:04:32.9,106.72 2.21,00:00:17.9 00:00:00.8,1
24,50,O'Brien  Patrick  /  O'Brien  Stephen  Škoda Fabia R5,RC2,00:04:36.1,105.48 2.61,00:00:21.1 00:00:03.2,1
25,44,Reiersen  Isak  /  Karlsson  Lucas  Ford Fiesta Rally4,RC4,00:04:37.9,104.80 2.83,00:00:22.9 00:00:01.8,1
26,49,Lassila  Leevi  /  Lukka  Mikko  Ford Fiesta Rally4,RC4,00:04:40.8,103.72 3.19,00:00:25.8 00:00:02.9,1
27,28,Nore  Ola jun.  /  Eilertsen  Rune  Renault Clio Rally4,RC4,00:04:43.1,102.88 3.47,00:00:28.1 00:00:02.3,1
28,45,Hallberg  Patrik  /  Stigh  John  Ford Fiesta Rally4,RC4,00:04:43.3,102.80 3.50,00:00:28.3 00:00:00.1,1
29,31,Daprà  Roberto  /  Guglielmetti  L.  Peugeot 208 Rally4,RC4,00:04:43.6,102.69 3.54,00:00:28.6 00:00:00.3,1
30,32,McRae  Max  /  Kierans  M.  Opel Corsa Rally4,RC4,00:04:43.7,102.66 3.55,00:00:28.7 00:00:00.0,1
31,27,Feofanov  Dmitry  /  Kokins  Normunds  Ford Fiesta Rally3,RC3,00:04:44.0,102.55 3.58,00:00:29.0 00:00:00.3,1
32,25,Al-Rashed  Rakan  /  Haapala  Antti  Škoda Fabia RS Rally2,RC2,00:04:45.9,101.87 3.82,00:00:30.9 00:00:01.9,1
33,30,Maior  Norbert  /  Maior  Francesca  Peugeot 208 Rally4,RC4,00:04:46.7,101.58 3.92,00:00:31.7 00:00:00.8,1
34,35,Tiits  M.  /  Viilo  Jakko  Ford Fiesta Rally4,RC4,00:04:47.5,101.30 4.02,00:00:32.5 00:00:00.8,1
34,41,Andersson  Simon  /  Jonsson  Jörgen  Renault Clio Rally4,RC4,00:04:47.5,101.30 4.02,00:00:32.5 00:00:00.0,1
36,39,Johansson  Mille  /  Grönvall  Johan  Ford Fiesta Rally4,RC4,00:04:47.7,101.23 4.04,00:00:32.7 00:00:00.1,1
37,29,Hansen  Victor  /  Johansson  V.  Peugeot 208 Rally4,RC4,00:04:49.0,100.78 4.20,00:00:34.0 00:00:01.3,1
38,21,Somaschini  R.  /  Arena  Nicola  Citroën C3 Rally2,RC2,00:04:51.3,99.98 4.49,00:00:36.3 00:00:02.3,1
39,36,Jalava  Miko  /  Peippo  Matias  Ford Fiesta Rally4,RC4,00:04:52.9,99.43 4.68,00:00:37.9 00:00:01.6,1
40,34,Zanin  Mattia  /  Pizzol  Fabio  Peugeot 208 Rally4,RC4,00:04:54.5,98.89 4.88,00:00:39.5 00:00:01.6,1
41,40,Kramer  A.  /  Kvick  Jeannette  Peugeot 208 Rally4,RC4,00:04:57.0,98.06 5.19,00:00:42.0 00:00:02.5,1
42,46,Kreuter  Norman  /  Lade  Maresa  Peugeot 208 Rally4,RC4,00:05:02.0,96.44 5.81,00:00:47.0 00:00:05.0,1
43,33,Raftery  Aoife  /  Kierans  Arthur  Peugeot 208 Rally4,RC4,00:05:02.4,96.31 5.86,00:00:47.4 00:00:00.3,1
44,38,Spitalier  P.  /  Spitalier  N.  Peugeot 208 Rally4,RC4,00:05:06.5,95.02 6.37,00:00:51.5 00:00:04.1,1
45,37,Schulz  Timo  /  Wenzel  Michael  Opel Corsa Rally4,RC4,00:05:14.5,92.60 7.35,00:00:59.5 00:00:08.0,1
46,20,Cuzma  Bogdan  /  Minor  Ilka  Škoda Fabia RS Rally2,RC2,00:19:38.3,24.72 114.13,00:15:23.3 00:14:23.8,1
47,14,Campedelli  S.  /  Canton  Tania  Škoda Fabia Rally2 Evo,RC2,00:24:19.3,19.96 148.86,00:20:04.3 00:04:41.0,1
